#[1] vessel name;[2] first node;[3] second node;[4] length [cm];[5] inlet radius [cm];[6] outlet radius [cm];[7] vessel type (1 artery, 0 vein);[8] vessel region;[9] perforator (1 yes, -1 no);[10] total resistance;[11] total compliance;[12] vascular territory;[13] first connection;[14] second connection;;[15] input vessels;[16] output vessels
A_ileal_4_C_914;866;867;0.394555170096;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_4_C_913'];['A_ileal_4_C_915']
A_ileal_4_C_915;867;868;1.49541706891;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_4_C_914', 'A_arcade_13_C_991'];['A_ileal_4_C_916', 'A_ileal_5_C_917']
A_ileal_4_C_916;868;823;2.18323384481;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_4_C_915'];['A_superior_mesenteric_C_865']
A_ileal_5_C_917;868;869;0.503155074527;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_4_C_915'];['A_ileal_5_C_918', 'A_arcade_13_C_988']
A_ileal_5_C_918;869;870;0.417605649685;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_5_C_917'];['A_ileal_5_C_919']
A_ileal_5_C_919;870;871;1.11075949487;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_5_C_918', 'A_arcade_11_C_987'];['A_ileal_5_C_920', 'A_ileal_6_C_921']
A_ileal_5_C_920;871;824;1.4617345552;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_5_C_919'];['A_superior_mesenteric_C_866']
A_ileal_6_C_921;871;872;0.58554783663;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_5_C_919'];['A_ileal_6_C_922', 'A_arcade_11_C_984']
A_ileal_6_C_922;872;873;0.532382731762;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_6_C_921'];['A_ileal_6_C_923']
A_ileal_6_C_923;873;874;0.579942895908;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_6_C_922', 'A_arcade_9_C_983'];['A_ileal_6_C_924', 'A_ileal_7_C_925']
A_ileal_6_C_924;874;825;1.21796200495;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_6_C_923'];['A_superior_mesenteric_C_867']
A_ileal_7_C_925;874;875;0.430762162144;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_6_C_923'];['A_ileal_7_C_926', 'A_arcade_9_C_980']
A_ileal_7_C_926;875;876;0.625324140801;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_7_C_925'];['A_ileal_7_C_927']
A_ileal_7_C_927;876;877;0.640681023502;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_7_C_926', 'A_arcade_7_C_979'];['A_ileal_7_C_928', 'A_ileal_8_C_929']
A_ileal_7_C_928;877;826;0.835456833208;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_7_C_927'];['A_superior_mesenteric_C_868']
A_ileal_8_C_929;877;878;0.622175577136;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_7_C_927'];['A_ileal_8_C_930', 'A_arcade_7_C_976']
A_ileal_8_C_930;878;879;0.399267121261;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_8_C_929'];['A_ileal_8_C_931']
A_ileal_8_C_931;879;880;0.491474238272;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_8_C_930', 'A_arcade_5_C_975'];['A_ileal_8_C_932', 'A_ileal_9_C_933']
A_ileal_8_C_932;880;827;0.462523582809;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_8_C_931'];['A_superior_mesenteric_C_869']
A_ileal_9_C_933;880;881;0.609878641011;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_8_C_931'];['A_ileal_9_C_934', 'A_arcade_5_C_972']
A_ileal_9_C_934;881;882;0.544284901347;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_9_C_933'];['A_ileal_9_C_935']
A_ileal_9_C_935;882;883;0.439703771667;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_9_C_934', 'A_arcade_3_C_971'];['A_ileal_9_C_936', 'A_ileal_10_C_937']
A_ileal_9_C_936;883;828;0.349487863274;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_9_C_935'];['A_superior_mesenteric_C_870']
A_ileal_10_C_937;883;884;0.478529656114;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_9_C_935'];['A_ileal_10_C_938', 'A_arcade_3_C_969']
A_ileal_10_C_938;884;885;0.29196515487;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_10_C_937'];['A_ileal_10_C_939']
A_ileal_10_C_939;885;886;0.396807978567;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_10_C_938', 'A_arcade_1_C_968'];['A_ileal_10_C_940', 'A_ileal_11_C_941']
A_ileal_10_C_940;886;829;0.558635751204;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_10_C_939'];['A_superior_mesenteric_C_871']
A_ileal_11_C_941;886;887;0.532629239109;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_10_C_939'];['A_ileal_11_C_942', 'A_arcade_1_C_967']
A_ileal_11_C_942;887;830;0.992876268141;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_11_C_941'];['A_ileocolic_ileal_branch_C_1166']
A_arcade_20_C_943;835;888;0.665554926362;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_jejunal_2_C_876'];['A_arcade_20_C_944']
A_arcade_20_C_944;888;889;0.837116600108;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_20_C_943', 'T_straight_artery_12_ORG20_T4_C_1226'];['A_arcade_20_C_945']
A_arcade_20_C_945;889;890;0.344810812033;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_20_C_944', 'T_straight_artery_13_ORG20_T5_C_1225'];['A_arcade_20_C_946']
A_arcade_20_C_946;890;891;0.234635486078;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_20_C_945', 'T_straight_artery_14_ORG20_T6_C_1224'];['A_arcade_20_C_947']
A_arcade_20_C_947;891;892;1.0360623763;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_20_C_946', 'T_straight_artery_15_ORG20_T7_C_1223'];['A_arcade_20_C_948']
A_arcade_20_C_948;892;836;0.658428246028;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_20_C_947', 'T_straight_artery_16_ORG20_T8_C_1222'];['A_jejunal_2_C_878']
A_arcade_19_C_949;837;893;0.329196805282;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_jejunal_2_C_878'];['A_arcade_19_C_950']
A_arcade_19_C_950;893;894;0.260761892078;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_19_C_949', 'T_straight_artery_17_ORG20_T9_C_1221'];['A_arcade_19_C_951']
A_arcade_19_C_951;894;895;0.272695969592;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_19_C_950', 'T_straight_artery_18_ORG20_T10_C_1220'];['A_arcade_19_C_952']
A_arcade_19_C_952;895;896;0.533656017993;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_19_C_951', 'T_straight_artery_19_ORG20_T11_C_1219'];['A_jejunal_3_C_1026']
A_arcade_17_C_953;845;897;0.816203085856;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_jejunal_4_C_886'];['A_arcade_17_C_954']
A_arcade_17_C_954;897;898;0.295890223591;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_17_C_953', 'T_straight_artery_26_ORG20_T19_C_1212'];['A_arcade_17_C_955']
A_arcade_17_C_955;898;899;0.222933647112;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_17_C_954', 'T_straight_artery_27_ORG20_T20_C_1211'];['A_arcade_17_C_956']
A_arcade_17_C_956;899;900;0.213179571789;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_17_C_955', 'T_straight_artery_28_ORG20_T21_C_1210'];['A_arcade_17_C_957']
A_arcade_17_C_957;900;901;0.365026076361;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_17_C_956', 'T_straight_artery_29_ORG20_T22_C_1209'];['A_arcade_17_C_958']
A_arcade_17_C_958;901;902;0.389941822689;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_17_C_957', 'T_straight_artery_30_ORG20_T24_C_1208'];['A_arcade_17_C_959']
A_arcade_17_C_959;902;847;1.07437689985;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_17_C_958', 'T_straight_artery_31_ORG20_T25_C_1207'];['A_jejunal_5_C_890']
A_arcade_18_C_960;903;904;1.77114021504;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_jejunal_3_C_1026'];['A_arcade_18_C_961']
A_arcade_18_C_961;904;905;0.583473249774;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_18_C_960', 'T_straight_artery_20_ORG20_T13_C_1218'];['A_arcade_18_C_962']
A_arcade_18_C_962;905;840;0.699217441105;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_18_C_961', 'T_straight_artery_21_ORG20_T14_C_1217'];['A_jejunal_4_C_882']
A_arcade_16_C_963;856;906;0.54065573224;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_1_C_900'];['A_arcade_16_C_964']
A_arcade_16_C_964;906;907;0.21243699782;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_16_C_963', 'P_straight_artery_38_ORG20_T37_C_1200'];['A_arcade_16_C_965']
A_arcade_16_C_965;907;908;0.712574233409;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_16_C_964', 'P_straight_artery_39_ORG20_T38_C_1199'];['A_arcade_16_C_966']
A_arcade_16_C_966;908;858;0.462683028332;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_16_C_965', 'P_straight_artery_40_ORG20_T39_C_1198'];['A_ileal_2_C_904']
A_arcade_1_C_967;887;909;0.661359948367;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_11_C_941'];['A_arcade_1_C_968', 'A_arcade_2_C_1002']
A_arcade_1_C_968;909;885;0.658934768605;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_1_C_967'];['A_ileal_10_C_939']
A_arcade_3_C_969;884;910;0.66496570409;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_10_C_937'];['A_arcade_3_C_970']
A_arcade_3_C_970;910;911;0.250246808499;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_3_C_969', 'A_arcade_2_C_1005'];['A_arcade_3_C_971', 'A_arcade_4_C_1006']
A_arcade_3_C_971;911;882;0.412299819663;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_3_C_970'];['A_ileal_9_C_935']
A_arcade_5_C_972;881;912;0.428182486491;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_9_C_933'];['A_arcade_5_C_973']
A_arcade_5_C_973;912;913;0.125824156825;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_5_C_972', 'A_arcade_4_C_1007'];['A_arcade_5_C_974']
A_arcade_5_C_974;913;914;0.264349272209;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_5_C_973', 'P_straight_artery_61_ORG20_T60_C_1177'];['A_arcade_5_C_975', 'A_arcade_6_C_1008']
A_arcade_5_C_975;914;879;0.497418850911;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_5_C_974'];['A_ileal_8_C_931']
A_arcade_7_C_976;878;915;0.408268418363;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_8_C_929'];['A_arcade_7_C_977']
A_arcade_7_C_977;915;916;0.144021584186;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_7_C_976', 'A_arcade_6_C_1009'];['A_arcade_7_C_978']
A_arcade_7_C_978;916;917;0.191534669157;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_7_C_977', 'P_straight_artery_59_ORG20_T58_C_1179'];['A_arcade_7_C_979', 'A_arcade_8_C_1010']
A_arcade_7_C_979;917;876;0.517343537725;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_7_C_978'];['A_ileal_7_C_927']
A_arcade_9_C_980;875;918;0.391362973297;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_7_C_925'];['A_arcade_9_C_981']
A_arcade_9_C_981;918;919;0.111654025959;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_9_C_980', 'A_arcade_8_C_1011'];['A_arcade_9_C_982']
A_arcade_9_C_982;919;920;0.148762812304;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_9_C_981', 'P_straight_artery_57_ORG20_T56_C_1181'];['A_arcade_9_C_983', 'A_arcade_10_C_1012']
A_arcade_9_C_983;920;873;0.401543146791;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_9_C_982'];['A_ileal_6_C_923']
A_arcade_11_C_984;872;921;0.46709006119;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_6_C_921'];['A_arcade_11_C_985']
A_arcade_11_C_985;921;922;0.17735779095;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_11_C_984', 'A_arcade_10_C_1013'];['A_arcade_11_C_986']
A_arcade_11_C_986;922;923;0.158697397111;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_11_C_985', 'P_straight_artery_55_ORG20_T54_C_1183'];['A_arcade_11_C_987', 'A_arcade_12_C_1014']
A_arcade_11_C_987;923;870;0.502328084493;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_11_C_986'];['A_ileal_5_C_919']
A_arcade_13_C_988;869;924;0.990428902306;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_5_C_917'];['A_arcade_13_C_989']
A_arcade_13_C_989;924;925;0.159007294152;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_13_C_988', 'A_arcade_12_C_1016'];['A_arcade_13_C_990']
A_arcade_13_C_990;925;926;0.384878252739;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_13_C_989', 'P_straight_artery_52_ORG20_T51_C_1186'];['A_arcade_13_C_991']
A_arcade_13_C_991;926;867;0.265085345382;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_13_C_990', 'P_straight_artery_51_ORG20_T50_C_1187'];['A_ileal_4_C_915']
A_arcade_14_C_992;866;927;0.589487384831;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_4_C_913'];['A_arcade_14_C_993']
A_arcade_14_C_993;927;928;0.317293600303;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_14_C_992', 'P_straight_artery_50_ORG20_T49_C_1188'];['A_arcade_14_C_994']
A_arcade_14_C_994;928;929;0.233741806352;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_14_C_993', 'P_straight_artery_49_ORG20_T48_C_1189'];['A_arcade_14_C_995']
A_arcade_14_C_995;929;930;0.20557179906;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_14_C_994', 'P_straight_artery_48_ORG20_T47_C_1190'];['A_arcade_14_C_996']
A_arcade_14_C_996;930;931;0.212528660937;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_14_C_995', 'P_straight_artery_47_ORG20_T46_C_1191'];['A_arcade_14_C_997']
A_arcade_14_C_997;931;864;0.164330538625;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_14_C_996', 'P_straight_artery_46_ORG20_T45_C_1192'];['A_ileal_3_C_911']
A_arcade_15_C_998;862;932;0.53629374953;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_ileal_3_C_908'];['A_arcade_15_C_999']
A_arcade_15_C_999;932;933;0.706112251863;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_15_C_998', 'P_straight_artery_44_ORG20_T43_C_1194'];['A_arcade_15_C_1000']
A_arcade_15_C_1000;933;934;0.42620578826;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_15_C_999', 'P_straight_artery_43_ORG20_T42_C_1195'];['A_arcade_15_C_1001']
A_arcade_15_C_1001;934;860;1.27888284851;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_15_C_1000', 'P_straight_artery_42_ORG20_T41_C_1196'];['A_ileal_2_C_906']
A_arcade_2_C_1002;909;935;0.178791930034;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_1_C_967'];['A_arcade_2_C_1003']
A_arcade_2_C_1003;935;936;0.315066188933;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_2_C_1002', 'P_straight_artery_65_ORG20_T64_C_1173'];['A_arcade_2_C_1004']
A_arcade_2_C_1004;936;937;0.346325288039;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_2_C_1003', 'P_straight_artery_64_ORG20_T63_C_1174'];['A_arcade_2_C_1005']
A_arcade_2_C_1005;937;910;0.15188930237;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_2_C_1004', 'P_straight_artery_63_ORG20_T62_C_1175'];['A_arcade_3_C_970']
A_arcade_4_C_1006;911;938;0.295483446026;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_3_C_970'];['A_arcade_4_C_1007']
A_arcade_4_C_1007;938;912;0.537496736566;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_4_C_1006', 'P_straight_artery_62_ORG20_T61_C_1176'];['A_arcade_5_C_973']
A_arcade_6_C_1008;914;939;0.239421743291;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_5_C_974'];['A_arcade_6_C_1009']
A_arcade_6_C_1009;939;915;0.640835906458;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_6_C_1008', 'P_straight_artery_60_ORG20_T59_C_1178'];['A_arcade_7_C_977']
A_arcade_8_C_1010;917;940;0.351811833451;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_7_C_978'];['A_arcade_8_C_1011']
A_arcade_8_C_1011;940;918;0.600284544584;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_8_C_1010', 'P_straight_artery_58_ORG20_T57_C_1180'];['A_arcade_9_C_981']
A_arcade_10_C_1012;920;941;0.273068272894;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_9_C_982'];['A_arcade_10_C_1013']
A_arcade_10_C_1013;941;921;0.540785915698;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_10_C_1012', 'P_straight_artery_56_ORG20_T55_C_1182'];['A_arcade_11_C_985']
A_arcade_12_C_1014;923;942;0.58741729511;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_11_C_986'];['A_arcade_12_C_1015']
A_arcade_12_C_1015;942;943;0.360694294715;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_12_C_1014', 'P_straight_artery_54_ORG20_T53_C_1184'];['A_arcade_12_C_1016']
A_arcade_12_C_1016;943;924;0.303212149046;0.076816;0.076816;1;41;-1;-;-;-;-;-;;['A_arcade_12_C_1015', 'P_straight_artery_53_ORG20_T52_C_1185'];['A_arcade_13_C_989']
A_jejunal_1_C_1017;811;944;0.32827499874;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_superior_mesenteric_C_852'];['A_jejunal_1_C_1018']
A_jejunal_1_C_1018;944;945;0.268739600231;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_jejunal_1_C_1017', 'T_straight_artery_1_ORG20_T1_C_1236'];['A_jejunal_1_C_1019']
A_jejunal_1_C_1019;945;946;0.234726679378;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_jejunal_1_C_1018', 'T_straight_artery_2_ORG20_T12_C_1235'];['A_jejunal_1_C_1020']
A_jejunal_1_C_1020;946;947;0.258163054416;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_jejunal_1_C_1019', 'T_straight_artery_3_ORG20_T23_C_1234'];['A_jejunal_1_C_1021']
A_jejunal_1_C_1021;947;948;0.318201585071;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_jejunal_1_C_1020', 'T_straight_artery_4_ORG20_T30_C_1233'];['A_jejunal_1_C_1022']
A_jejunal_1_C_1022;948;949;0.278167444239;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_jejunal_1_C_1021', 'T_straight_artery_5_ORG20_T31_C_1232'];['A_jejunal_1_C_1023']
A_jejunal_1_C_1023;949;950;0.311108696512;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_jejunal_1_C_1022', 'T_straight_artery_7_ORG20_T32_C_1231'];['A_jejunal_1_C_1024']
A_jejunal_1_C_1024;950;831;0.467407159925;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_jejunal_1_C_1023', 'T_straight_artery_8_ORG20_T33_C_1230'];['A_jejunal_2_C_873']
A_jejunal_3_C_1025;838;896;0.922379066513;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_jejunal_2_C_879'];['A_jejunal_3_C_1026']
A_jejunal_3_C_1026;896;903;0.317311186229;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_arcade_19_C_952', 'A_jejunal_3_C_1025'];['A_arcade_18_C_960', 'A_jejunal_3_C_1027']
A_jejunal_3_C_1027;903;839;0.619235102567;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_jejunal_3_C_1026'];['A_jejunal_4_C_881', 'A_jejunal_3_C_1028']
A_jejunal_3_C_1028;839;814;2.91051423597;0.084474;0.084474;1;41;-1;-;-;-;-;-;;['A_jejunal_3_C_1027'];['A_superior_mesenteric_C_856']
A_inferior_mesenteric_C_1029;798;951;1.91511193004;0.207748;0.202203964797;1;41;-1;-;-;-;-;-;;['A_abdominal_aorta_C_839'];['A_inferior_mesenteric_C_1030', 'A_left_colic_C_1158']
A_inferior_mesenteric_C_1030;951;952;1.08352931857;0.202203964797;0.199067268403;1;41;-1;-;-;-;-;-;;['A_inferior_mesenteric_C_1029'];['A_inferior_mesenteric_C_1031']
A_inferior_mesenteric_C_1031;952;953;1.65268746839;0.199067268403;0.194282922715;1;41;-1;-;-;-;-;-;;['A_inferior_mesenteric_C_1030', 'A_sigmoid_1_C_1055'];['A_inferior_mesenteric_C_1032']
A_inferior_mesenteric_C_1032;953;954;4.38148944259;0.194282922715;0.181599;1;41;-1;-;-;-;-;-;;['A_inferior_mesenteric_C_1031', 'A_sigmoid_2_C_1047'];['A_sigmoid_2_C_1033', 'T_superior_rectal_ORG26_T5_C_1171']
A_sigmoid_2_C_1033;954;955;0.801952888637;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_inferior_mesenteric_C_1032'];['A_sigmoid_2_C_1034']
A_sigmoid_2_C_1034;955;956;0.223138356629;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_2_C_1033', 'P_straight_artery_150_ORG21_T115_C_1237'];['A_sigmoid_2_C_1035']
A_sigmoid_2_C_1035;956;957;0.27944016493;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_2_C_1034', 'P_straight_artery_149_ORG21_T114_C_1238'];['A_sigmoid_2_C_1036']
A_sigmoid_2_C_1036;957;958;0.281970769454;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_2_C_1035', 'P_straight_artery_148_ORG21_T113_C_1239'];['A_sigmoid_2_C_1037']
A_sigmoid_2_C_1037;958;959;0.346823046356;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_2_C_1036', 'P_straight_artery_147_ORG21_T112_C_1240'];['A_sigmoid_2_C_1038']
A_sigmoid_2_C_1038;959;960;0.481848603585;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_2_C_1037', 'P_straight_artery_146_ORG21_T111_C_1241'];['A_sigmoid_2_C_1039']
A_sigmoid_2_C_1039;960;961;0.427576671934;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_2_C_1038', 'P_straight_artery_145_ORG21_T110_C_1242'];['A_sigmoid_2_C_1040']
A_sigmoid_2_C_1040;961;962;0.286107360004;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_2_C_1039', 'P_straight_artery_144_ORG21_T109_C_1243'];['A_sigmoid_2_C_1041']
A_sigmoid_2_C_1041;962;963;0.234230185663;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_2_C_1040', 'P_straight_artery_143_ORG21_T108_C_1244'];['A_sigmoid_2_C_1042']
A_sigmoid_2_C_1042;963;964;0.292986327584;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_2_C_1041', 'P_straight_artery_142_ORG21_T107_C_1245'];['A_sigmoid_2_C_1043']
A_sigmoid_2_C_1043;964;965;0.453981823143;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_2_C_1042', 'P_straight_artery_141_ORG21_T106_C_1246'];['A_sigmoid_2_C_1044']
A_sigmoid_2_C_1044;965;966;0.310375210964;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_2_C_1043', 'P_straight_artery_140_ORG21_T105_C_1247'];['A_sigmoid_2_C_1045', 'A_marginal_8_C_1075']
A_sigmoid_2_C_1045;966;967;1.2331122705;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_2_C_1044'];['A_sigmoid_2_C_1046', 'A_sigmoid_3_C_1048']
A_sigmoid_2_C_1046;967;968;2.80360870619;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_2_C_1045'];['A_sigmoid_2_C_1047']
A_sigmoid_2_C_1047;968;953;1.0488502028;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_2_C_1046', 'A_sigmoid_3_C_1052'];['A_inferior_mesenteric_C_1032']
A_sigmoid_3_C_1048;967;969;1.00654927049;0.105;0.105;1;41;-1;-;-;-;-;-;;['A_sigmoid_2_C_1045'];['A_sigmoid_3_C_1049']
A_sigmoid_3_C_1049;969;970;0.18266172439;0.105;0.105;1;41;-1;-;-;-;-;-;;['A_sigmoid_3_C_1048', 'A_marginal_8_C_1080'];['A_sigmoid_3_C_1050']
A_sigmoid_3_C_1050;970;971;0.567977236533;0.105;0.105;1;41;-1;-;-;-;-;-;;['A_sigmoid_3_C_1049', 'P_straight_artery_134_ORG21_T99_C_1252'];['A_sigmoid_3_C_1051', 'A_marginal_7_C_1089']
A_sigmoid_3_C_1051;971;972;0.368681809956;0.105;0.105;1;41;-1;-;-;-;-;-;;['A_sigmoid_3_C_1050'];['A_sigmoid_3_C_1052', 'A_sigmoid_1_C_1053']
A_sigmoid_3_C_1052;972;968;2.74311995998;0.105;0.105;1;41;-1;-;-;-;-;-;;['A_sigmoid_3_C_1051'];['A_sigmoid_2_C_1047']
A_sigmoid_1_C_1053;972;973;1.0538277415;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_3_C_1051'];['A_sigmoid_1_C_1054', 'A_marginal_6_C_1084']
A_sigmoid_1_C_1054;973;974;1.1192693294;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_1_C_1053'];['A_sigmoid_1_C_1055']
A_sigmoid_1_C_1055;974;952;3.60452803229;0.125;0.125;1;41;-1;-;-;-;-;-;;['A_sigmoid_1_C_1054', 'A_marginal_4_C_1061'];['A_inferior_mesenteric_C_1031']
